movie_title,release_date,genre,MPAA_rating,total_gross,inflation_adjusted_gross,character,voice-actor,director
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Bashful,Scotty Mattraw,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Doc,Roy Atwell,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Dopey,Eddie Collins,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Grumpy,Pinto Colvig,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Happy,Otis Harlan,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Humbert the Huntsman,Stuart Buchanan,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,The Magic Mirror,Moroni Olsen,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Prince,Harry Stockwell,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Queen Grimhilde,Lucille La Verne,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Sleepy,Pinto Colvig,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Sneezy,Billy Gilbert,David Hand
Snow White and the Seven Dwarfs,1937-12-21,Musical,G,184925485.0,5228953251.0,Snow White,Adriana Caselotti,David Hand
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Blue Fairy,Evelyn Venable,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Cleo,Desconocido,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,The Coachman,Charles Judels,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Figaro the Cat,Mel Blanc,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Geppetto,Christian Rub,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Gideon,Mel Blanc,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,J. Worthington Foulfellow,Walter Catlett,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Jiminy Cricket,Cliff Edwards; Eddie Carroll,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Lampwick,Frankie Darro,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Monstro,Thurl Ravenscroft,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Pinocchio,Dickie Jones,Ben Sharpsteen
Pinocchio,1940-02-09,Adventure,G,84300000.0,2188229052.0,Stromboli,Charles Judels,Ben Sharpsteen
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Ben Ali Gator,Jim Cummings,full credits
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Chernabog,Corey Burton,full credits
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Hyacinth Hippo,Tress MacNeille,full credits
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Madame Upanova,Tress MacNeille,full credits
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Melinda,Desconocido,full credits
Fantasia,1940-11-13,Musical,G,83320000.0,2187090808.0,Yen Sid,Corey Burton,full credits
Song of the South,1946-11-12,Adventure,G,65000000.0,1078510579.0,Br'er Bear,Nick Stewart,Desconocido
Song of the South,1946-11-12,Adventure,G,65000000.0,1078510579.0,Br'er Fox,James Baskett,Desconocido
Song of the South,1946-11-12,Adventure,G,65000000.0,1078510579.0,Br'er Rabbit,Johnny Lee,Desconocido
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Anastasia Tremaine,Lucille Bliss,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Bruno the Dog,Jimmy MacDonald; Frank Welker,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Cinderella,Ilene Woods,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,The Doorman,Don Barclay,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Drizella Tremaine,Rhoda Williams; Russi Taylor,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Fairy Godmother,Verna Felton; Russi Taylor,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Footman,Larry Grey,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,The Grand Duke,Luis Van Rooten; Rob Paulsen,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Gus Lollygagger,Jimmy MacDonald; Corey Burton,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,"Jackson ""Jaq"" Hopscotch",Jimmy MacDonald; Rob Paulsen,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,The King,Luis Van Rooten,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Lady Tremaine,Eleanor Audley; Susanne Blakeslee,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Lucifer the Cat,June Foray,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Major the Horse,Desconocido,Wilfred Jackson
Cinderella,1950-02-15,Drama,G,85000000.0,920608730.0,Prince Charming,William Phipps,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Anastasia Tremaine,Lucille Bliss,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Bruno the Dog,Jimmy MacDonald; Frank Welker,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Cinderella,Ilene Woods,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,The Doorman,Don Barclay,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Drizella Tremaine,Rhoda Williams; Russi Taylor,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Fairy Godmother,Verna Felton; Russi Taylor,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Footman,Larry Grey,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,The Grand Duke,Luis Van Rooten; Rob Paulsen,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Gus Lollygagger,Jimmy MacDonald; Corey Burton,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,"Jackson ""Jaq"" Hopscotch",Jimmy MacDonald; Rob Paulsen,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,The King,Luis Van Rooten,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Lady Tremaine,Eleanor Audley; Susanne Blakeslee,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Lucifer the Cat,June Foray,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Major the Horse,Desconocido,Wilfred Jackson
Cinderella,2015-03-13,Drama,PG,201151353.0,201151353.0,Prince Charming,William Phipps,Wilfred Jackson
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Al the Alligator,Thurl Ravenscroft,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Aunt Sarah,Verna Felton,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Beaver,Stan Freberg,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Darling,Peggy Lee,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Jim Dear,Lee Millar,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Jock,Bill Thompson,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Lady,Barbara Luddy,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Peg,Peggy Lee,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Si & Am,Peggy Lee,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Tramp,Larry Roberts,Hamilton Luske
Lady and the Tramp,1955-06-22,Drama,G,93600000.0,1236035515.0,Trusty,Bill Baucom,Hamilton Luske
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Aurora,Mary Costa,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Diablo,Desconocido,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Fauna,Barbara Jo Allen,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Flora,Verna Felton,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,King Hubert,Bill Thompson,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,King Stefan,Taylor Holmes,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Maleficent,Eleanor Audley,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Merryweather,Barbara Luddy,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Prince Phillip,Bill Shirley,Clyde Geronimi
Sleeping Beauty,1959-01-29,Drama,Desconocido,9464608.0,21505832.0,Queen Leah,Barbara Dirikson,Clyde Geronimi
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Anita Radcliffe,Lisa Davis,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,The Colonel,J. Pat O'Malley,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Cruella de Vil,Betty Lou Gerson,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Horace & Jasper,Frederick Worlock; J. Pat O'Malley,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Perdita,Cate Bauer,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Pongo,Rod Taylor,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Roger Radcliffe,Ben Wright,Wolfgang Reitherman
101 Dalmatians,1961-01-25,Comedy,G,153000000.0,1362870985.0,Sgt. Tibbs,David Frankham,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Anita Radcliffe,Lisa Davis,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,The Colonel,J. Pat O'Malley,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Cruella de Vil,Betty Lou Gerson,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Horace & Jasper,Frederick Worlock; J. Pat O'Malley,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Perdita,Cate Bauer,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Pongo,Rod Taylor,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Roger Radcliffe,Ben Wright,Wolfgang Reitherman
101 Dalmatians,1996-11-27,Comedy,G,136189294.0,258728898.0,Sgt. Tibbs,David Frankham,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Archimedes,Junius Matthews,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Arthur/Wart,Rickie Sorensen,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Arthur/Wart,Richard Reitherman,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Arthur/Wart,Robert Reitherman,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Black Bart,Thurl Ravenscroft,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Madam Mim,Martha Wentworth,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Merlin,Karl Swenson,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Sir Ector,Sebastian Cabot,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Sir Kay,Norman Alden,Wolfgang Reitherman
The Sword in the Stone,1963-12-25,Adventure,Desconocido,22182353.0,153870834.0,Sir Pellinore,Alan Napier,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Akela,John Abbott,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Bagheera,Sebastian Cabot,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Baloo Bear,Phil Harris,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Buzzie the Vulture,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Colonel Hathi,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Dizzie the Vulture,Lord Tim Hudson,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Father Wolf,Ben Wright,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Flaps the Vulture,Chad Stuart,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Flunkey the Baboon,Leo De Lyon,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Junior,Clint Howard,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Kaa,Sterling Holloway; Jim Cummings,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,King Louie,Louis Prima,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Mowgli,Bruce Reitherman,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Shanti (The Girl),Darleen Carr,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Shere Khan,George Sanders,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Winifred the Elephant,Verna Felton,Wolfgang Reitherman
The Jungle Book,1967-10-18,Musical,Not Rated,141843000.0,789612346.0,Ziggy the Vulture,Digby Wolfe,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Akela,John Abbott,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Bagheera,Sebastian Cabot,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Baloo Bear,Phil Harris,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Buzzie the Vulture,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Colonel Hathi,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Dizzie the Vulture,Lord Tim Hudson,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Father Wolf,Ben Wright,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Flaps the Vulture,Chad Stuart,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Flunkey the Baboon,Leo De Lyon,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Junior,Clint Howard,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Kaa,Sterling Holloway; Jim Cummings,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,King Louie,Louis Prima,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Mowgli,Bruce Reitherman,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Shanti (The Girl),Darleen Carr,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Shere Khan,George Sanders,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Winifred the Elephant,Verna Felton,Wolfgang Reitherman
The Jungle Book,1994-12-25,Adventure,PG,44342956.0,88930321.0,Ziggy the Vulture,Digby Wolfe,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Akela,John Abbott,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Bagheera,Sebastian Cabot,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Baloo Bear,Phil Harris,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Buzzie the Vulture,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Colonel Hathi,J. Pat O'Malley,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Dizzie the Vulture,Lord Tim Hudson,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Father Wolf,Ben Wright,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Flaps the Vulture,Chad Stuart,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Flunkey the Baboon,Leo De Lyon,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Junior,Clint Howard,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Kaa,Sterling Holloway; Jim Cummings,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,King Louie,Louis Prima,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Mowgli,Bruce Reitherman,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Shanti (The Girl),Darleen Carr,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Shere Khan,George Sanders,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Winifred the Elephant,Verna Felton,Wolfgang Reitherman
The Jungle Book,2016-04-15,Adventure,PG,364001123.0,364001123.0,Ziggy the Vulture,Digby Wolfe,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Abigail Gabble,Monica Evans,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Amelia Gabble,Carole Shelley,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Berlioz,Dean Clark,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Billy Boss,Thurl Ravenscroft,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Duchess,Eva Gabor,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Edgar Balthazar the Butler,Roddy Maude-Roxby,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Frou-Frou,Nancy Kulp,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Georges Hautecourt,Charles Lane,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Hit Cat the English Cat,Lord Tim Hudson,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Lafayette the Basset Hound,George Lindsey,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Madame Adelaide Bonfamille,Hermione Baddeley,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Marie,Liz English,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Napoleon the Bloodhound,Pat Buttram,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Peppo the Italian Cat,Vito Scotti,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Roquefort the Mouse,Sterling Holloway,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Scat Cat,Scatman Crothers,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Shun Gon the Chinese Cat,Paul Winchell,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Thomas O'Malley,Phil Harris,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Toulouse,Gary Dubin,Wolfgang Reitherman
The Aristocats,1970-04-24,Musical,G,55675257.0,255161499.0,Uncle Waldo,Bill Thompson,Wolfgang Reitherman
Bedknobs and Broomsticks,1971-10-07,Musical,Desconocido,17871174.0,91305448.0,Bear,Dal McKennon,Desconocido
Bedknobs and Broomsticks,1971-10-07,Musical,Desconocido,17871174.0,91305448.0,Codfish,Robert Holt,Desconocido
Bedknobs and Broomsticks,1971-10-07,Musical,Desconocido,17871174.0,91305448.0,King Leonidas,Lennie Weinrib,Desconocido
Bedknobs and Broomsticks,1971-10-07,Musical,Desconocido,17871174.0,91305448.0,Secretary Bird,Lennie Weinrib,Desconocido
The Rescuers,1977-06-22,Adventure,Desconocido,48775599.0,159743914.0,Bernard,Bob Newheart,Wolfgang Reitherman
The Rescuers,1977-06-22,Adventure,Desconocido,48775599.0,159743914.0,Brutus and Nero,Candy Candido,Wolfgang Reitherman
The Rescuers,1977-06-22,Adventure,Desconocido,48775599.0,159743914.0,Chair Mouse,Bernard Fox,Wolfgang Reitherman
The Rescuers,1977-06-22,Adventure,Desconocido,48775599.0,159743914.0,Digger the Mole,Dub Taylor,Wolfgang Reitherman
The Rescuers,1977-06-22,Adventure,Desconocido,48775599.0,159743914.0,Ellie Mae,Jeanette Nolan,Wolfgang Reitherman
